29 28
1
94
15 14
14 14
13 15
12 15
14 22
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 2 2 2 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1 0 1 1 1 1 0 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1
1 0 1 0 0 1 0 1 0 0 0 1 2 1 1 2 1 0 0 0 1 2 1 0 0 1 3 1
1 0 1 0 0 1 0 1 0 0 0 1 2 1 1 2 1 0 0 0 1 2 1 0 0 1 0 1
1 0 1 1 1 1 7 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1
1 0 0 0 0 0 0 2 2 2 2 2 2 0 2 2 2 5 2 2 2 2 2 2 2 2 2 1
1 0 1 1 1 1 0 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1
1 0 1 1 1 1 0 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1
1 9 0 0 0 0 0 1 1 2 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 2 2 1
1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 2 1 1 1 1 1 1
0 0 0 0 0 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 2 1 0 0 0 0 0
0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 0
0 0 0 0 0 1 0 1 1 0 1 1 1 0 0 1 1 1 0 1 1 2 1 0 0 0 0 0
1 1 1 1 1 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 2 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 2 0 0 0 0 0 0
1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1
0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 0
1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1
1 0 6 0 0 0 0 0 0 0 0 0 0 1 1 2 2 8 2 2 2 2 2 2 2 2 2 1
1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1
1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1
1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 1 1 2 2 3 1
1 1 1 0 1 1 0 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 1 1
1 1 1 0 1 1 0 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 1 1
1 2 2 0 0 0 0 1 1 2 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 2 2 1
1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1
1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
