0 0
14 28
1 2 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1
1 2 2 2 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 2 2 1
1 1 1 1 1 1 3 1 1 1 1 1 0 1 1 0 1 1 1 1 1 2 1 1 1 1 1 1
0 0 0 0 0 1 2 1 1 1 1 1 0 1 1 0 1 1 1 1 1 2 1 0 0 0 0 0
0 0 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 0
0 0 0 0 0 1 2 1 1 0 1 1 1 0 0 1 1 1 0 1 1 3 1 0 0 0 0 0
1 1 1 1 1 1 2 1 1 0 1 0 0 0 0 0 0 1 0 0 0 2 1 1 1 1 1 1
0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 1 1 2 0 0 0 0 0 0
1 1 1 1 1 1 2 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1
0 0 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 0
1 1 1 1 1 1 3 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1
1 2 2 2 2 2 2 2 2 2 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1 2 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1
1 2 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1
4
1 9 7 0 12 9 12 3620
1 12 4 1 0 0 14 3620
1 14 9 7 1 0 0 3620
1 13 5 12 6 1 0 3620
1 0 0 0 1 0 3
