29 28
1
136
15 14
14 14
13 15
12 15
14 22
3
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 2 2 2 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1 0 1 1 1 1 0 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1
1 0 1 0 0 1 0 1 0 0 0 1 2 1 1 2 1 0 0 0 1 2 1 0 0 1 3 1
1 0 1 0 0 1 0 1 0 0 0 1 2 1 1 2 1 0 0 0 1 2 1 0 0 1 2 1
1 0 1 1 1 1 0 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1
1 0 0 0 0 0 7 0 0 0 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 1
1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 0 1
1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 0 1
1 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 8 1 1 2 2 2 2 2 9 1
1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 2 1 1 1 1 1 1
0 0 0 0 0 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 2 1 0 0 0 0 0
0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 5 0 0 0 1 1 2 1 0 0 0 0 0
0 0 0 0 0 1 0 1 1 0 1 1 1 0 0 1 1 1 0 1 1 2 1 0 0 0 0 0
1 1 1 1 1 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 2 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 2 0 0 0 0 0 0
1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1
0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 0
1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1 0 1 1 1 1 0 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1
1 0 1 1 1 1 0 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1
1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 1 1 2 2 3 1
1 1 1 0 1 1 0 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 1 1
1 1 1 0 1 1 0 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 1 1
1 2 2 0 0 0 0 1 1 2 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 2 2 1
1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1
1 2 2 2 2 6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
