0 10
14 28
1 2 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1
1 2 2 2 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 2 2 1
1 1 1 1 1 1 3 1 1 1 1 1 0 1 1 0 1 1 1 1 1 2 1 1 1 1 1 1
0 0 0 0 0 1 2 1 1 1 1 1 0 1 1 0 1 1 1 1 1 2 1 0 0 0 0 0
0 0 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 0
0 0 0 0 0 1 2 1 1 0 1 1 1 0 0 1 1 1 0 1 1 3 1 0 0 0 0 0
1 1 1 1 1 1 2 1 1 0 1 0 0 0 0 0 0 1 0 0 0 2 1 1 1 1 1 1
0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 1 1 2 0 0 0 0 0 0
1 1 1 1 1 1 2 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1
0 0 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 0
1 1 1 1 1 1 3 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1
1 2 2 2 2 0 0 0 0 0 0 0 0 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1 2 1 1 1 1 2 1 1 1 1 1 0 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1
1 2 1 1 1 1 2 1 1 1 1 1 0 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1
4
1 17 1 12 6 1 0 5922
0 9 9 12 7 1 0
0 18 7 13 7 1 0
0 9 7 14 7 1 0
12 13 12 9 1 0 3
